queryID, subjectID
contig102865,AT5G26860
contig102868,AT1G33290
contig102869,AT2G31090
contig10287,AT4G18330
contig102870,AT2G22830
contig102871,AT2G38670
contig102872,AT1G53570
contig102879,AT4G26840
contig10288,AT4G18330
contig102882,AT3G21280
contig102888,AT5G23100
contig10289,AT4G18330
contig102894,AT4G35250
contig102899,AT5G53060
contig10290,AT4G18330
contig102900,AT1G65820
contig102905,AT1G68360
contig102906,AT2G07180
contig10291,AT1G04170
contig10292,AT4G18330
contig102920,AT3G15130
contig102929,AT1G01320
contig10293,AT4G18330
contig102933,AT5G06820
contig102935,AT2G17900
contig102939,AT1G80510
contig10294,AT4G31880
contig102943,AT2G22240
contig102944,AT5G10610
contig102945,AT5G53190
contig102948,AT2G45330
contig10295,AT4G31880
contig102955,AT4G39850
contig102960,AT1G75030
contig102961,AT1G33990
contig102962,AT1G61140
contig102966,AT5G04270
contig102967,AT1G14740
contig102973,AT2G06210
contig102974,AT5G54270
contig102975,AT3G20320
contig102976,AT1G25530
contig102978,AT1G66080
contig102979,AT1G30290
contig102980,AT1G15405
contig102983,AT3G54860
contig102985,AT4G15570
contig102987,AT4G23800
contig102989,AT1G13900
contig102991,AT3G62700
contig102992,AT3G04870
contig102994,AT3G59410
contig103001,AT1G23800
contig103007,AT3G63310
contig103012,AT5G03345
contig103015,AT3G05380
contig103022,AT1G77360
contig103026,AT5G25930
contig103029,AT4G40030
contig103030,AT5G35550
contig103035,AT2G38670
contig10304,AT5G13280
contig103041,AT2G32600
contig103043,AT5G61210
contig103048,AT4G36980
contig103049,AT1G19300
contig10305,AT5G13280
contig103054,AT2G24820
contig103055,AT3G53930
contig103056,AT2G14260
contig10306,AT5G13280
contig103066,AT5G10170
contig103073,AT2G35110
contig103074,AT1G03475
contig103075,AT3G51640
contig103079,AT5G67370
contig103081,AT5G05840
contig103089,AT1G21370
contig10309,AT1G74520
contig103090,AT4G36530
contig103094,AT2G02100
contig103095,AT1G28670
contig103097,AT4G38890
contig103098,AT2G02450
contig1031,AT5G19780
contig103101,AT2G47180
contig103102,AT4G11740
contig103105,AT5G64390
contig103109,AT3G15380
contig10311,AT4G24280
contig103110,AT2G05320
contig103112,AT5G18840
contig103115,AT1G12990
contig103116,AT4G15470
contig103118,AT2G38040
contig103119,AT5G40080
contig10312,AT3G22630
contig103121,AT5G06970
contig103122,AT1G14650
contig103127,AT1G60160
contig10313,AT3G22630
contig103131,AT5G58920
contig103132,AT5G40270
contig10314,AT5G22000
contig103143,AT2G37240
contig103153,AT5G63510
contig103155,AT4G24520
contig103157,AT2G31880
contig10316,AT5G22000
contig103163,AT5G45140
contig103164,AT5G23860
contig103165,AT3G08910
contig103166,AT3G48750
contig10317,AT5G22000
contig103171,AT3G09370
contig103177,AT4G17900
contig103178,AT3G27890
contig10318,AT1G74520
contig103180,AT5G42760
contig103184,AT2G23600
contig103187,AT3G07210
contig103188,AT2G34710
contig103189,AT3G18524
contig103190,AT5G06470
contig103191,AT3G61830
contig103192,AT1G02475
contig103197,AT5G63960
contig1032,AT5G19780
contig103205,AT5G17125
contig103206,AT5G15930
contig103207,AT5G63150
contig103209,AT3G02570
contig103210,AT5G54690
contig103211,AT4G04040
contig103213,AT1G51450
contig103215,AT5G42250
contig103218,AT3G24503
contig103219,AT4G31160
contig10322,AT4G24280
contig103221,AT3G01490
contig103222,AT1G08580
contig103223,AT5G55100
contig103227,AT5G04620
contig10323,AT1G74520
contig103232,AT3G12980
contig103234,AT4G10610
contig103235,AT3G05970
contig103237,AT3G17900
contig103238,AT1G62250
contig10324,AT5G22000
contig103240,AT4G35310
contig103242,AT5G41370
contig103243,AT4G16650
contig103247,AT1G18440
contig103249,AT1G54490
contig10325,AT1G74520
contig103250,AT1G23460
contig103256,AT2G07599
contig103259,AT5G16480
contig10326,AT1G74520
contig103261,AT5G11980
contig103262,AT4G18975
contig103270,AT1G13560
contig103272,AT5G09410
contig103278,AT2G31650
contig10328,AT4G27650
contig103283,AT2G34585
contig103289,AT5G13930
contig10329,AT4G27650
contig103293,AT5G55130
contig103295,AT2G06520
contig103297,AT4G16510
contig1033,AT3G24190
contig10330,AT4G27650
contig103303,AT2G38860
contig103307,AT2G17420
contig10331,AT4G27650
contig103315,AT3G51840
contig103317,AT5G45650
contig103318,AT5G55930
contig103319,AT1G66080
contig10332,AT4G27650
contig103321,AT5G26751
contig103325,AT1G05910
contig103329,AT4G21680
contig10333,AT4G31600
contig103330,AT1G51410
contig103333,AT5G15740
contig103335,AT3G14420
contig103336,AT1G68540
contig103338,AT3G18800
contig103339,AT2G36485
contig10334,AT4G31600
contig103340,AT1G52380
contig103348,AT1G05850
contig103349,AT4G03100
contig10335,AT4G31600
contig103354,AT1G71410
contig103355,AT4G00060
contig103361,AT5G19740
contig103362,AT3G06720
contig103363,AT5G11710
contig10337,AT4G31600
contig103370,AT3G16520
contig103375,AT4G37460
contig103377,AT1G73080
contig103378,AT2G44180
contig10338,AT4G11860
contig103381,AT5G66420
contig103389,AT3G48680
contig103395,AT5G08470
contig103396,AT4G16710
contig103398,AT5G08720
contig1034,AT3G24190
contig10340,AT1G03260
contig103403,AT3G11910
contig103404,AT5G55340
contig103406,AT4G24490
contig103407,AT3G48500
contig103408,AT1G32220
contig103409,AT5G21170
contig103410,AT2G30490
contig103413,AT2G36130
contig103416,AT3G19640
contig103417,AT5G57890
contig103419,AT2G24530
contig10342,AT1G13820
contig103421,AT1G32080
contig103424,AT4G21130
contig10343,AT5G39220
contig103436,AT1G10840
contig103438,AT1G63680
contig10344,AT5G23430
contig103443,AT1G06410
contig103448,AT3G07700
contig10345,AT5G08390
contig103453,AT3G51840
contig103455,AT2G01980
contig103456,AT5G17570
contig103460,AT3G52790
contig103464,AT3G49650
contig103466,AT3G51895
contig103469,AT2G28520
contig10347,AT1G03610
contig103470,AT5G03760
contig103476,AT3G02680
contig103477,AT4G03250
contig103479,AT5G65010
contig10348,AT1G03610
contig103482,AT4G14000
contig103483,AT5G10360
contig103484,AT3G53470
contig103487,AT3G03050
contig103488,AT4G26680
contig10349,AT1G03610
contig103490,AT3G25430
contig103494,AT4G05320
contig103495,AT2G46910
contig103497,AT3G20890
contig103499,AT3G10405
contig10350,AT1G03610
contig103500,AT5G10480
contig103502,AT2G42070
contig103503,AT1G06330
contig103505,AT5G55160
contig103506,AT1G78340
contig103507,AT3G04890
contig10351,AT1G03610
contig103512,AT5G37710
contig103515,AT5G03800
contig103518,AT5G05950
contig103520,AT4G27680
contig103522,AT1G03160
contig103523,AT3G47490
contig103529,AT3G06040
contig103530,AT5G49890
contig103531,AT5G40810
contig103536,AT4G07733
contig103537,AT5G50150
contig10354,AT5G57390
contig103540,AT5G54810
contig103541,AT4G14940
contig103543,AT5G53560
contig10355,AT2G36680
contig103552,AT5G55130
contig103553,AT3G23790
contig103569,AT3G57550
contig103572,AT1G52590
contig103574,AT4G29750
contig103575,AT3G20015
contig103577,AT3G44940
contig103579,AT1G11820
contig103580,AT1G70490
contig103582,AT3G13980
contig103583,AT3G13800
contig103587,AT2G45130
contig10359,AT5G55670
contig103592,AT5G11470
contig103594,AT1G23900
contig103595,AT1G16970
contig1036,AT1G66330
contig103602,AT1G63660
contig103604,AT3G09550
contig103609,AT3G10540
contig10362,AT5G14100
contig103624,AT1G13460
contig103626,AT3G53402
contig103627,AT1G70330
contig103629,ATCG01240
contig10363,AT5G14100
contig103635,AT1G02870
contig103638,AT2G18760
contig10364,AT4G34910
contig103641,AT1G61790
contig103642,AT1G60230
contig103644,AT2G33450
contig10365,AT4G34910
contig103652,AT2G22125
contig10366,AT4G34910
contig103662,AT5G59240
contig103665,AT1G20200
contig10367,AT4G18020
contig103670,AT5G16520
contig103672,AT5G09580
contig103674,AT5G63420
contig103676,AT4G24710
contig103679,AT1G20960
contig10368,AT4G18020
contig103682,AT5G58950
contig103684,ATCG00490
contig10369,AT4G18020
contig103690,AT4G28706
contig103692,AT5G61390
contig103693,AT5G05780
contig103695,AT1G09010
contig103698,AT4G23230
contig103699,AT3G25250
contig1037,AT1G66330
contig10370,AT3G07020
contig103700,AT3G26782
contig103702,AT2G42690
contig103706,AT2G22070
contig103707,AT3G10250
contig10371,AT3G07020
contig103713,AT3G04830
contig103715,AT5G57580
contig103716,AT5G58160
contig103718,AT1G76480
contig10372,AT3G07020
contig103721,AT2G17705
contig103723,AT1G68310
contig103724,AT5G05230
contig10373,AT3G07020
contig103730,AT3G49500
contig103732,AT5G01400
contig103736,AT5G52800
contig103737,AT2G40935
contig103738,AT3G48470
contig103739,AT2G01770
contig10374,AT3G07020
contig103742,AT5G58250
contig103745,AT5G16280
contig103749,AT5G56660
contig10375,AT3G07020
contig103752,AT5G02310
contig103756,AT3G54790
contig10376,AT3G07020
contig103762,AT4G04960
contig10377,AT3G07020
contig103770,AT2G35800
contig103772,AT3G22450
contig103773,AT5G24030
contig103779,AT5G64813
contig10378,AT3G07020
contig103780,AT3G52180
contig103783,AT1G77120
contig103784,AT2G42010
contig103786,AT5G48140
contig103788,AT4G01860
contig103789,AT1G01510
contig10379,AT3G07020
contig103793,AT4G11650
contig103794,AT1G01120
contig103796,AT3G20050
contig1038,AT5G41180
contig10380,AT3G07020
contig103802,AT4G26510
contig103805,AT1G14860
contig103806,AT1G77300
contig103807,AT4G18700
contig103808,AT1G38131
contig103809,AT5G42130
contig10381,AT3G07020
contig103816,AT5G39830
contig103819,AT4G12610
contig10382,AT3G07020
contig103823,AT1G43650
contig103828,AT4G34035
contig10383,AT3G07020
contig103830,AT1G78895
contig103831,AT1G20160
contig10384,AT3G07020
contig103842,AT1G04870
contig103844,AT5G13190
contig103847,AT2G03220
contig10385,AT3G07020
contig103850,AT2G37900
contig103853,AT1G01180
contig103855,AT3G62660
contig103856,AT4G28480
contig103859,AT5G52580
contig10386,AT3G07020
contig103865,AT1G65780
contig103866,AT2G40980
contig103868,AT3G56760
contig10387,AT3G07020
contig103871,AT3G26700
contig103873,AT4G18400
contig103875,AT3G15940
contig103877,AT4G16450
contig10388,AT3G07020
contig103883,AT5G10390
contig103884,AT4G22110
contig103885,AT2G42210
contig103886,AT1G07705
contig103887,AT5G45620
contig103889,AT4G02260
contig10389,AT3G07020
contig103893,AT3G52140
contig103896,AT3G19080
contig103897,AT5G13110
contig103899,AT1G47330
contig1039,AT1G63430
contig10390,AT3G07020
contig103905,AT4G32410
contig10391,AT3G07020
contig103910,AT3G06730
contig103913,AT1G12420
contig103916,AT2G27110
contig103917,AT2G07709
contig103918,AT5G44200
contig10392,AT3G07020
contig103923,AT3G52290
contig103924,AT5G58410
contig103925,ATCG01100
contig103928,AT2G33770
contig10393,AT3G07020
contig103931,AT1G03160
contig103932,AT1G10490
contig103933,AT2G17930
contig103935,AT1G05205
contig103936,AT5G25820
contig10394,AT3G07020
contig103942,AT5G51700
contig103944,AT1G71460
contig103946,AT3G10230
contig103947,AT4G27600
contig103948,AT2G16430
contig103949,AT3G43300
contig103951,AT1G69210
contig103954,AT3G04500
contig103956,ATCG00340
contig103957,AT5G22340
contig103959,AT5G53070
contig103961,AT4G20340
contig103964,AT3G13772
contig103966,AT2G40730
contig103968,AT5G62530
contig10397,AT3G20420
contig103974,AT1G19025
contig103979,AT2G25737
contig103981,AT1G11580
contig103982,AT2G35690
contig103984,AT4G22120
contig103986,AT2G41720
contig103993,AT2G43790
contig103997,AT4G11570
contig104,AT2G24330
contig1040,AT5G41180
contig10400,AT3G20420
contig104001,AT1G49340
contig104004,AT5G21970
contig104005,AT5G64070
contig104008,AT1G01390
contig10401,AT1G03160
contig104013,AT4G29120
contig104015,AT5G19450
contig104020,AT2G26460
contig104021,AT5G08720
contig104025,AT2G33570
contig104026,AT4G34215
contig104028,AT3G05910
contig104029,AT1G26180
contig104032,AT4G34540
contig104039,AT5G15050
contig104042,AT2G25737
contig104043,AT4G33985
contig104045,AT4G27720
contig104047,AT5G12370
contig10405,AT1G03160
contig104050,AT3G57170
contig104051,AT1G61900
contig104052,AT3G12250
contig104053,AT3G04500
contig104057,AT3G07950
contig104059,AT5G60640
contig10406,AT1G03160
contig104062,AT2G24090
contig104064,AT1G30510
contig104068,AT4G10580
contig10407,AT1G03160
contig104070,AT2G45320
contig104078,AT1G80120
contig104087,AT3G63150
contig104088,AT5G55920
contig104089,AT3G07690
contig10409,AT2G38650
contig104091,AT3G55350
contig104092,AT5G66550
contig104093,AT3G05670
contig104098,AT1G55760
contig1041,AT1G63430
contig10410,AT2G38650
contig104107,AT2G40490
contig104108,AT2G32170
contig104109,AT1G31220
contig10411,AT3G25140
contig104111,AT1G12900
contig104117,AT5G37640
contig10412,AT1G18580
contig104120,AT5G63460
contig104122,AT4G39920
contig104123,AT5G40640
contig104125,AT3G02050
contig10413,AT3G25140
contig104131,AT5G19530
contig104132,AT4G20410
contig104137,AT3G62150
contig104138,AT2G31260
contig10414,AT1G18580
contig104143,AT2G21050
contig104149,AT1G03350
contig10415,AT2G38650
contig104152,AT3G44820
contig104153,AT5G22780
contig104156,AT4G25700
contig104159,AT5G64460
contig10416,AT1G18580
contig104162,AT1G04120
contig104164,AT4G24440
contig104167,AT5G58370
contig104169,AT1G28440
contig10417,AT3G25140
contig10418,AT1G18580
contig104181,AT1G15520
contig104182,AT5G53970
contig104184,AT3G18890
contig104185,ATCG00670
contig10419,AT2G38650
contig104193,AT5G18580
contig104195,AT5G41460
contig104198,AT5G11900
contig1042,AT1G63430
contig10420,AT3G25140
contig104200,AT3G48470
contig104201,AT5G14440
contig104207,AT2G46270
contig10421,AT2G38650
contig104217,AT4G13980
contig10422,AT2G38650
contig104220,AT1G32060
contig104223,AT4G17040
contig104224,AT3G62450
contig104226,AT3G46440
contig104228,AT1G10010
contig10423,AT1G18580
contig104233,AT3G52730
contig104234,AT1G11880
contig104235,ATCG01130
contig104236,AT3G01990
contig104237,AT1G26300
contig104239,AT2G03510
contig10424,AT1G18580
contig104249,AT2G45540
contig10425,AT2G44200
contig104253,AT3G21810
contig104254,AT1G26670
contig104255,AT2G36980
contig104256,AT3G09310
contig10426,AT2G44200
contig104261,AT2G06925
contig104262,AT4G35920
contig10427,AT2G44200
contig104275,AT3G20790
contig104278,AT2G22420
contig104280,AT4G09980
contig104283,AT3G52190
contig104285,AT1G04080
contig104293,AT2G24270
contig104295,AT5G23940
contig104298,AT2G31510
contig1043,AT5G41180
contig104301,AT2G35710
contig104302,AT1G53820
contig104303,AT3G29100
contig104305,AT3G12345
contig104306,AT4G37030
contig104310,AT2G44060
contig104313,AT1G06230
contig104314,AT1G28480
contig104319,AT1G62305
contig10432,AT3G24715
contig104322,AT4G28706
contig104323,AT4G33630
contig104324,AT3G28710
contig104325,AT1G29150
contig10433,AT1G06390
contig104330,AT3G47120
contig104334,AT2G38060
contig104337,AT1G61210
contig104338,AT5G11720
contig10434,AT4G18710
contig104342,AT3G49010
contig104349,AT1G36160
contig10435,AT1G06390
contig104351,AT4G16760
contig104352,AT4G22380
contig104359,AT3G12130
contig10436,AT1G06390
contig104360,AT3G22320
contig104362,AT3G55220
contig104364,AT3G05290
contig104366,AT3G17690
contig10437,AT1G06390
contig104370,AT2G42700
contig104375,AT5G21080
contig104376,AT5G26570
contig104379,AT5G66520
contig10438,AT1G06390
contig104380,AT4G34610
contig104383,AT1G18485
contig104384,AT3G05970
contig104388,AT3G15520
contig104389,AT5G20150
contig10439,AT1G06390
contig104391,AT4G10120
contig104393,AT3G16910
contig1044,AT1G63430
contig10440,AT1G06390
contig104402,AT5G42890
contig104403,AT1G16480
contig104406,AT1G60420
contig10441,AT4G18710
contig104410,AT5G49810
contig104411,ATCG01180
contig104413,AT1G79600
contig104415,AT5G51590
contig104416,AT3G18040
contig104419,AT1G76140
contig104420,AT2G39840
contig104421,AT2G31290
contig104423,AT5G25320
contig104428,AT5G10270
contig104431,AT2G31290
contig104438,AT1G70550
contig104439,AT1G69340
contig104440,AT4G08180
contig104441,AT2G36530
contig104443,AT1G73460
contig104446,AT1G52310
contig10445,AT2G44520
contig104452,AT5G07740
contig104454,AT2G22800
contig104457,AT4G11860
contig10446,AT2G44520
contig104461,AT3G05640
contig10447,AT2G44520
contig104470,AT3G19870
contig104472,AT3G10640
contig104476,AT5G26980
contig104477,AT1G01220
contig10448,AT2G44520
contig104481,AT5G53460
contig104487,AT5G27030
contig104488,AT2G25870
contig10449,AT3G06270
contig104495,AT2G03120
contig104499,AT3G27820
contig1045,AT1G63430
contig10450,AT2G20050
contig104500,AT5G36270
contig104502,AT2G32030
contig104508,AT1G38131
contig104510,AT1G35180
contig104512,AT3G19553
contig104517,AT5G43900
contig104520,AT1G55730
contig104525,AT3G60850
contig104530,AT2G32850
contig104533,AT1G48410
contig104534,AT2G21160
contig104537,AT1G33290
contig104541,AT2G41960
contig104543,AT3G19190
contig104546,AT1G56440
contig10455,AT3G20870
contig104551,AT3G58490
contig104554,AT3G02090
contig104555,AT5G26360
contig104558,AT3G25120
contig104559,AT3G01280
contig10456,AT3G20870
contig104562,ATCG00170
contig104564,AT1G61620
contig104567,AT4G01400
contig104568,AT4G33945
contig104569,AT1G68360
contig10457,AT3G04710
contig104570,AT1G52980
contig104575,AT3G45830
contig104577,AT2G35800
contig104579,AT5G02810
contig10458,AT3G04710
contig104582,AT2G26830
contig104583,AT4G29160
contig104585,AT1G30440
contig104588,AT1G79920
contig10459,AT3G04710
contig104590,AT1G71900
contig104591,AT5G65290
contig104594,AT1G15930
contig104595,AT5G64440
contig1046,AT1G63430
contig10460,AT3G04710
contig104600,AT4G35870
contig104605,AT1G55850
contig104607,AT2G40410
contig10461,AT3G04710
contig104610,AT4G15093
contig104612,AT5G06120
contig104615,AT1G08130
contig104618,AT4G21410
contig10462,AT3G04710
contig104622,AT3G60100
contig104626,AT5G47810
contig10463,AT3G04710
contig104639,AT3G14110
contig10464,AT3G04710
contig104647,AT4G38050
contig104648,AT4G16790
contig10465,AT3G04710
contig104651,AT2G06025
contig104656,AT3G02050
contig104658,AT4G23280
contig10466,AT3G04710
contig104666,AT4G21670
contig104668,AT5G24300
contig104670,AT3G54140
contig104671,AT3G15690
contig104672,AT1G76590
contig104675,AT1G78370
contig104679,AT1G12400
contig104680,AT3G42660
contig104682,AT2G21170
contig104684,AT5G50330
contig104690,AT3G52860
contig104691,AT3G04730
contig104692,AT4G03030
contig104695,AT2G19540
contig104697,AT5G64420
contig104699,AT5G04510
contig1047,AT5G41180
contig104702,AT4G11980
contig104712,AT4G24160
contig104720,AT3G15530
contig104721,AT5G60720
contig104722,AT3G20720
contig104725,AT4G22540
contig104729,AT1G10150
contig10473,AT3G63080
